62.256								
72.819	128	right	2143	93	990	40	100	0
72.902	129	right	2365	178	684	40	100	0
72.985	130	right	2652	202	381	40	100	0
73.068	131	right	2905	100	769	40	100	0
73.151	132	center	3045	92	3050	40	100	0
73.234	133	center	3038	178	3098	40	100	60
73.317	134	center	3074	249	3095	40	100	70
73.4	135	center	2663	163	3034	40	100	70
73.483	136	right	2108	220	366	40	100	70
73.566	137	right	1936	157	1148	40	100	0
73.649	138	right	1960	97	1018	40	100	0
73.732	139	right	1950	103	1083	40	100	0
73.815	140	right	2040	192	1192	40	100	0
73.898	141	right	1992	112	1022	40	100	0
73.981	142	right	2002	90	1016	40	100	0
74.064	143	right	2034	182	958	40	100	0
74.147	144	right	2029	190	781	39	100	0
74.23	145	right	2036	87	377	38	100	0
74.313	146	right	2121	175	443	37	100	0
74.396	147	right	2112	180	1225	37	100	0
74.479	148	center	2104	89	2555	36	100	0
74.562	149	center	2258	181	3013	36	100	10
74.645	150	center	2359	219	2553	35	100	60
74.728	151	center	3005	178	3072	35	100	70
74.811	152	center	2916	185	3040	34	100	70
74.894	153	center	2147	182	3124	33	100	70
74.977	154	center	2009	164	2259	32	100	70
75.06	155	right	2054	213	1228	31	100	0
75.143	156	right	2038	186	1216	31	100	0
75.226	157	right	1978	101	917	29	100	0
75.309	158	right	2036	93	1074	29	100	0
75.392	159	right	2017	172	1506	29	100	0
75.475	160	right	1934	103	1451	28	100	0
75.558	161	center	2012	166	2532	28	100	10
75.641	162	center	1955	172	3117	27	100	60
75.724	163	center	2000	184	2847	27	100	70
75.807	164	center	2029	223	3080	26	100	70
75.89	165	center	2026	207	2808	26	100	70
75.973	166	center	2086	170	1701	24	100	70
76.056	167	right	2053	166	1101	23	100	70
76.139	168	right	2021	91	1033	22	100	0
76.222	169	right	2086	186	1156	21	100	0
76.305	170	right	2113	181	1310	20	100	0
76.388	171	center	2038	88	1512	20	100	0
76.471	172	center	2134	186	2358	20	100	10
76.554	173	center	2084	209	2959	20	100	70
76.637	174	center	2160	242	2752	19	100	70
76.72	175	center	2031	84	2816	18	0	0
76.803	176	center	2058	87	2839	19	0	0
76.886	177	center	2060	87	2837	19	0	0
76.969	178	center	2058	87	2839	19	0	0
77.052	179	center	2055	89	2839	19	0	0
77.135	180	center	2057	88	2839	19	0	0
77.218	181	center	2055	88	2837	19	0	0
77.301	182	center	2057	87	2839	19	0	0
77.384	183	center	2055	87	2839	19	0	0
77.467	184	center	2055	87	2837	19	0	0
77.55	185	center	2056	90	2837	19	0	0
77.633	186	center	2055	87	2837	19	0	0
77.716	187	center	2055	87	2837	19	0	0
77.799	188	center	2055	87	2835	19	0	0
77.882	189	center	2052	88	2839	19	0	0
77.965	190	center	2054	87	2837	19	0	0
78.048	191	center	2054	89	2837	19	0	0
78.131	192	center	2054	89	2835	19	0	0
78.214	193	center	2054	88	2834	19	0	0
78.297	194	center	2054	87	2834	19	0	0
78.38	195	center	2054	87	2835	19	0	0
78.463	196	center	2054	87	2837	19	0	0
78.546	197	center	2052	85	2834	19	0	0
78.629	198	center	2052	89	2834	19	0	0
78.712	199	center	2054	89	2835	19	0	0
78.795	200	center	2052	86	2834	19	0	0
78.878	201	center	2053	88	2833	19	0	0
78.961	202	center	2052	87	2837	19	0	0
79.044	203	center	2053	88	2834	19	0	0
79.127	204	center	2052	87	2840	19	0	0
79.21	205	center	2049	87	2835	19	0	0
79.293	206	center	2052	89	2834	19	0	0
79.376	207	center	2052	87	2834	19	0	0
79.459	208	center	2050	86	2834	19	0	0
79.542	209	center	2054	88	2834	19	0	0
79.625	210	center	2050	87	2834	19	0	0
79.708	211	center	2052	87	2835	19	0	0
79.791	212	center	2053	85	2834	19	0	0
79.874	213	center	2052	90	2835	19	0	0
79.957	214	center	2052	87	2835	19	0	0
80.04	215	center	2052	88	2834	19	0	0
